Net,ViewStream,SplitNat,date,key1,key2
ABC,1880000.0,0.0,2019-08-31,memphis,mississippi
ABC,5440000.0,0.0,2019-09-01,houston,oklahoma
ESPN,5600000.0,0.0,2019-09-02,louisville,notre-dame
ESPN2,1380000.0,0.0,2019-09-06,boise-state,marshall
ABC,2940000.0,0.0,2019-09-07,cincinnati,ohio-state
FS1,323000.0,0.0,2019-09-07,california,washington
ESPN,1860000.0,0.0,2019-09-07,southern-california,stanford
ESPN2,942000.0,0.0,2019-09-07,georgia,murray-state
ABC,6460000.0,0.0,2019-09-07,clemson,texas-am
ABC,8630000.0,0.0,2019-09-07,louisiana-state,texas
FOX,3450000.0,0.0,2019-09-07,colorado,nebraska
ESPNU,201000.0,0.0,2019-09-07,old-dominion,virginia-tech
ESPNU,364000.0,0.0,2019-09-07,florida,tennessee-martin
ESPN,1280000.0,0.0,2019-09-07,maryland,syracuse
FOX,2170000.0,0.0,2019-09-07,buffalo,penn-state
ESPNU,231000.0,0.0,2019-09-07,mississippi-state,southern-mississippi
ESPN,1600000.0,0.0,2019-09-07,brigham-young,tennessee
ESPN2,763000.0,0.0,2019-09-07,auburn,tulane
FOX,4720000.0,0.0,2019-09-07,army,michigan
ESPN2,782000.0,0.0,2019-09-07,missouri,west-virginia
FS1,545000.0,0.0,2019-09-07,iowa,rutgers
ESPN,1370000.0,0.0,2019-09-13,north-carolina,wake-forest
ESPN,2070000.0,0.0,2019-09-13,houston,washington-state
ESPN,1700000.0,0.0,2019-09-14,kansas-state,mississippi-state
ABC,2670000.0,0.0,2019-09-14,brigham-young,southern-california
ESPN,1730000.0,0.0,2019-09-14,arizona,texas-tech
FOX,2710000.0,0.0,2019-09-14,arizona-state,michigan-state
FOX,2740000.0,0.0,2019-09-14,oklahoma,ucla
ESPN2,625000.0,0.0,2019-09-14,auburn,kent-state
NFLN,142000.0,0.0,2019-09-14,army,texas-san-antonio
NBC,1500000.0,0.0,2019-09-14,new-mexico,notre-dame
FS1,477000.0,0.0,2019-09-14,nebraska,northern-illinois
ESPN,3140000.0,0.0,2019-09-14,florida,kentucky
ESPN2,951000.0,0.0,2019-09-14,arkansas-state,georgia
ESPN2,391000.0,0.0,2019-09-14,boise-state,portland-state
FS1,606000.0,0.0,2019-09-14,north-carolina-state,west-virginia
FOX,3050000.0,0.0,2019-09-14,indiana,ohio-state
ABC,3620000.0,0.0,2019-09-14,clemson,syracuse
ESPN,967000.0,0.0,2019-09-14,central-florida,stanford
ESPN2,605000.0,0.0,2019-09-14,oklahoma-state,tulsa
FS1,1170000.0,0.0,2019-09-14,iowa,iowa-state
ABC,3200000.0,0.0,2019-09-14,penn-state,pittsburgh
ESPNU,142000.0,0.0,2019-09-14,lamar,texas-am
CBS,4950000.0,0.0,2019-09-14,alabama,south-carolina
ESPN,1030000.0,0.0,2019-09-19,houston,tulane
ESPN2,895000.0,0.0,2019-09-20,air-force,boise-state
FS1,1420000.0,0.0,2019-09-20,southern-california,utah
ABC,3640000.0,0.0,2019-09-21,oklahoma-state,texas
BTN,896000.0,0.0,2019-09-21,illinois,nebraska
ABC,2550000.0,1.0,2019-09-21,central-florida,pittsburgh
CBS,9290000.0,0.0,2019-09-21,georgia,notre-dame
FS1,410000.0,0.0,2019-09-21,southern-methodist,texas-christian
CBS,4660000.0,0.0,2019-09-21,auburn,texas-am
ESPN,1390000.0,0.0,2019-09-21,ucla,washington-state
ESPN2,593000.0,0.0,2019-09-21,brigham-young,washington
ESPN,1370000.0,0.0,2019-09-21,oregon,stanford
FS1,159000.0,0.0,2019-09-21,iowa-state,louisiana-monroe
ABC,1530000.0,0.0,2019-09-21,michigan-state,northwestern
ESPN2,414000.0,0.0,2019-09-21,old-dominion,virginia
ESPN,2460000.0,0.0,2019-09-21,florida,tennessee
ESPN,1540000.0,0.0,2019-09-21,florida-state,louisville
ESPNU,392000.0,0.0,2019-09-21,california,mississippi
ESPN2,185000.0,0.0,2019-09-21,colorado-state,toledo
ESPN,1290000.0,0.0,2019-09-21,alabama,southern-mississippi
FOX,4730000.0,0.0,2019-09-21,michigan,wisconsin
ESPN,730000.0,0.0,2019-09-26,memphis,navy
ESPN,1200000.0,0.0,2019-09-27,duke,virginia-tech
ESPN,1410000.0,0.0,2019-09-27,arizona-state,california
FS1,990000.0,0.0,2019-09-27,maryland,penn-state
CBS,3590000.0,0.0,2019-09-28,alabama,mississippi
ABC,6140000.0,0.0,2019-09-28,nebraska,ohio-state
ESPN2,254000.0,0.0,2019-09-28,hawaii,nevada
ESPN2,322000.0,0.0,2019-09-28,central-florida,connecticut
ABC,3030000.0,0.0,2019-09-28,northwestern,wisconsin
ESPN2,529000.0,0.0,2019-09-28,iowa,middle-tennessee-state
FOX,2810000.0,0.0,2019-09-28,oklahoma,texas-tech
ESPN2,460000.0,0.0,2019-09-28,minnesota,purdue
FS1,133000.0,0.0,2019-09-28,kansas,texas-christian
ESPN,1250000.0,0.0,2019-09-28,baylor,iowa-state
FS1,677000.0,0.0,2019-09-28,utah,washington-state
NBC,2820000.0,0.0,2019-09-28,notre-dame,virginia
ESPN,2580000.0,0.0,2019-09-28,arkansas,texas-am
ESPN,1630000.0,0.0,2019-09-28,arizona,ucla
ABC,4400000.0,0.0,2019-09-28,clemson,north-carolina
FOX,2030000.0,0.0,2019-09-28,southern-california,washington
ESPNU,137000.0,0.0,2019-09-28,nevada-las-vegas,wyoming
ESPN,1990000.0,0.0,2019-09-28,auburn,mississippi-state
ESPN,374000.0,0.0,2019-10-03,east-carolina,temple
ESPN,1440000.0,0.0,2019-10-04,central-florida,cincinnati
FS1,456000.0,0.0,2019-10-05,oklahoma-state,texas-tech
NBC,1280000.0,0.0,2019-10-05,bowling-green-state,notre-dame
ABC,3160000.0,0.0,2019-10-05,texas,west-virginia
ESPNU,360000.0,0.0,2019-10-05,kent-state,wisconsin
ESPN,1500000.0,0.0,2019-10-05,penn-state,purdue
FOX,2000000.0,0.0,2019-10-05,california,oregon
ESPN,1880000.0,0.0,2019-10-05,stanford,washington
ESPN2,403000.0,0.0,2019-10-05,iowa-state,texas-christian
ESPN2,225000.0,0.0,2019-10-05,colorado-state,san-diego-state
ESPNU,175000.0,0.0,2019-10-05,southern-methodist,tulsa
ESPN,893000.0,0.0,2019-10-05,miami-fl,virginia-tech
CBS,6430000.0,0.0,2019-10-05,auburn,florida
ABC,6680000.0,0.0,2019-10-05,michigan-state,ohio-state
ESPN2,418000.0,0.0,2019-10-05,baylor,kansas-state
ESPN,3900000.0,0.0,2019-10-05,georgia,tennessee
FOX,5020000.0,0.0,2019-10-05,iowa,michigan
ABC,2980000.0,0.0,2019-10-05,kansas,oklahoma
FOX,2210000.0,0.0,2019-10-05,nebraska,northwestern
ESPN2,543000.0,0.0,2019-10-09,appalachian-state,louisiana-lafayette
ESPN,714000.0,0.0,2019-10-10,north-carolina-state,syracuse
ESPN,1730000.0,0.0,2019-10-11,miami-fl,virginia
FS1,687000.0,0.0,2019-10-11,colorado,oregon
NBC,3160000.0,0.0,2019-10-12,notre-dame,southern-california
ESPN2,261000.0,0.0,2019-10-12,cincinnati,houston
ESPN2,232000.0,0.0,2019-10-12,memphis,temple
ESPN2,495000.0,0.0,2019-10-12,mississippi,missouri
ABC,2130000.0,0.0,2019-10-12,illinois,michigan
ESPN,3250000.0,0.0,2019-10-12,georgia,south-carolina
ABC,3700000.0,0.0,2019-10-12,iowa,penn-state
ESPN2,555000.0,0.0,2019-10-12,boise-state,hawaii
ESPN,6450000.0,0.0,2019-10-12,florida,louisiana-state
FS1,730000.0,0.0,2019-10-12,arizona,washington
ESPN,1570000.0,0.0,2019-10-12,iowa-state,west-virginia
FS1,810000.0,0.0,2019-10-12,baylor,texas-tech
FS1,1020000.0,0.0,2019-10-12,minnesota,nebraska
FOX,7250000.0,0.0,2019-10-12,oklahoma,texas
ABC,2540000.0,0.0,2019-10-12,clemson,florida-state
CBS,6110000.0,0.0,2019-10-12,alabama,texas-am
ESPN2,448000.0,0.0,2019-10-16,south-alabama,troy
ESPN,445000.0,0.0,2019-10-17,stanford,ucla
BTN,1640000.0,0.0,2019-10-18,northwestern,ohio-state
ESPN,1090000.0,0.0,2019-10-18,pittsburgh,syracuse
ABC,3620000.0,0.0,2019-10-19,oregon,washington
FOX,2230000.0,0.0,2019-10-19,baylor,oklahoma-state
CBS,3860000.0,0.0,2019-10-19,louisiana-state,mississippi-state
ABC,6660000.0,0.0,2019-10-19,michigan,penn-state
ESPNU,271000.0,0.0,2019-10-19,colorado,washington-state
ESPN,4250000.0,0.0,2019-10-19,alabama,tennessee
FOX,2540000.0,0.0,2019-10-19,oklahoma,west-virginia
ESPN,3190000.0,0.0,2019-10-19,florida,south-carolina
ABC,2610000.0,0.0,2019-10-19,clemson,louisville
BTN,564000.0,0.0,2019-10-19,minnesota,rutgers
ESPN,2940000.0,0.0,2019-10-19,georgia,kentucky
BTN,1110000.0,0.0,2019-10-19,illinois,wisconsin
ESPN2,571000.0,0.0,2019-10-19,boise-state,brigham-young
FS1,343000.0,0.0,2019-10-19,iowa-state,texas-tech
ESPN2,799000.0,0.0,2019-10-19,iowa,purdue
ESPN2,192000.0,0.0,2019-10-19,memphis,tulane
ESPN,769000.0,0.0,2019-10-24,houston,southern-methodist
ESPN2,773000.0,0.0,2019-10-25,colorado,southern-california
ESPN,663000.0,0.0,2019-10-26,maryland,minnesota
ESPN,1080000.0,0.0,2019-10-26,miami-fl,pittsburgh
FOX,2580000.0,0.0,2019-10-26,texas,texas-christian
FS1,529000.0,0.0,2019-10-26,iowa-state,oklahoma-state
ABC,4210000.0,0.0,2019-10-26,kansas-state,oklahoma
FS1,251000.0,0.0,2019-10-26,california,utah
ESPN,2120000.0,0.0,2019-10-26,alabama,arkansas
ESPN2,584000.0,0.0,2019-10-26,iowa,northwestern
FOX,6650000.0,0.0,2019-10-26,ohio-state,wisconsin
ABC,6750000.0,0.0,2019-10-26,michigan,notre-dame
ESPN2,277000.0,0.0,2019-10-26,central-florida,temple
ABC,3920000.0,0.0,2019-10-26,michigan-state,penn-state
ESPN,1900000.0,0.0,2019-10-26,oregon,washington-state
ESPN2,422000.0,0.0,2019-10-26,florida-state,syracuse
NFLN,25000.0,0.0,2019-10-26,florida-international,middle-tennessee-state
CBS,7180000.0,0.0,2019-10-26,auburn,louisiana-state
FS1,379000.0,0.0,2019-10-26,kansas,texas-tech
ESPN,1130000.0,0.0,2019-10-31,baylor,west-virginia
ESPNU,195000.0,0.0,2019-10-31,appalachian-state,georgia-southern
ESPN2,742000.0,0.0,2019-11-01,connecticut,navy
ESPN,890000.0,0.0,2019-11-02,north-carolina-state,wake-forest
FOX,3430000.0,0.0,2019-11-02,oregon,southern-california
CBS,6980000.0,0.0,2019-11-02,florida,georgia
ABC,3100000.0,0.0,2019-11-02,maryland,michigan
FOX,1960000.0,0.0,2019-11-02,utah,washington
ABC,2950000.0,0.0,2019-11-02,memphis,southern-methodist
ESPN2,592000.0,0.0,2019-11-02,brigham-young,utah-state
FS1,296000.0,0.0,2019-11-02,kansas,kansas-state
NBC,2950000.0,0.0,2019-11-02,notre-dame,virginia-tech
FS1,377000.0,0.0,2019-11-02,indiana,northwestern
ESPN2,736000.0,0.0,2019-11-02,central-florida,houston
ESPN,2210000.0,0.0,2019-11-02,auburn,mississippi
FOX,2700000.0,0.0,2019-11-02,nebraska,purdue
ESPN,797000.0,0.0,2019-11-02,oklahoma-state,texas-christian
ESPNU,496000.0,0.0,2019-11-02,alabama-birmingham,tennessee
ABC,2010000.0,0.0,2019-11-02,florida-state,miami-fl
ESPN2,212000.0,0.0,2019-11-05,ball-state,western-michigan
ESPN2,359000.0,0.0,2019-11-06,miami-oh,ohio
ESPN,431000.0,0.0,2019-11-07,south-florida,temple
ESPN2,787000.0,0.0,2019-11-08,central-florida,tulsa
FS1,648000.0,0.0,2019-11-08,oregon-state,washington
FS1,569000.0,0.0,2019-11-09,illinois,michigan-state
ESPN,2170000.0,0.0,2019-11-09,georgia,missouri
ESPN2,429000.0,0.0,2019-11-09,texas-tech,west-virginia
ABC,6740000.0,0.0,2019-11-09,minnesota,penn-state
ABC,2710000.0,0.0,2019-11-09,clemson,north-carolina-state
FOX,3170000.0,0.0,2019-11-09,iowa-state,oklahoma
CBS,16640000.0,0.0,2019-11-09,alabama,louisiana-state
ESPN2,325000.0,0.0,2019-11-09,nevada,san-diego-state
ESPN2,330000.0,0.0,2019-11-09,louisville,miami-fl
ESPN,1050000.0,0.0,2019-11-09,kansas-state,texas
FS1,728000.0,0.0,2019-11-09,baylor,texas-christian
ESPN,1180000.0,0.0,2019-11-09,boise-state,wyoming
ABC,1630000.0,0.0,2019-11-09,arizona-state,southern-california
ESPN2,739000.0,0.0,2019-11-09,appalachian-state,south-carolina
FOX,2320000.0,0.0,2019-11-09,iowa,wisconsin
ESPNU,166000.0,0.0,2019-11-09,brigham-young,liberty
FOX,2580000.0,0.0,2019-11-09,maryland,ohio-state
ESPN,1230000.0,0.0,2019-11-09,florida,vanderbilt
ESPN2,338000.0,0.0,2019-11-12,ohio,western-michigan
ESPN2,347000.0,0.0,2019-11-13,northern-illinois,toledo
ESPN,789000.0,0.0,2019-11-14,north-carolina,pittsburgh
ESPN2,530000.0,0.0,2019-11-15,fresno-state,san-diego-state
FS1,334000.0,0.0,2019-11-16,kansas,oklahoma-state
ABC,1910000.0,0.0,2019-11-16,clemson,wake-forest
FS1,488000.0,0.0,2019-11-16,arizona-state,oregon-state
ESPN,1610000.0,0.0,2019-11-16,arizona,oregon
ABC,6790000.0,0.0,2019-11-16,baylor,oklahoma
ESPN2,224000.0,0.0,2019-11-16,boise-state,new-mexico
FS1,1070000.0,0.0,2019-11-16,iowa-state,texas
FS1,551000.0,0.0,2019-11-16,california,southern-california
ABC,2930000.0,0.0,2019-11-16,indiana,penn-state
FOX,4410000.0,0.0,2019-11-16,iowa,minnesota
NBC,1560000.0,0.0,2019-11-16,navy,notre-dame
CBS,2290000.0,0.0,2019-11-16,florida,missouri
FOX,3940000.0,0.0,2019-11-16,michigan,michigan-state
ESPN,2490000.0,0.0,2019-11-16,alabama,mississippi-state
ESPN2,292000.0,0.0,2019-11-16,houston,memphis
ESPN2,562000.0,0.0,2019-11-16,texas-christian,texas-tech
FOX,1520000.0,0.0,2019-11-16,ucla,utah
ESPN,2630000.0,0.0,2019-11-16,louisiana-state,mississippi
ESPN,980000.0,0.0,2019-11-16,kansas-state,west-virginia
CBS,6770000.0,0.0,2019-11-16,auburn,georgia
ESPN2,229000.0,0.0,2019-11-16,air-force,colorado-state
ESPN2,294000.0,0.0,2019-11-19,eastern-michigan,northern-illinois
ESPN2,386000.0,0.0,2019-11-20,buffalo,toledo
ESPN,558000.0,0.0,2019-11-21,georgia-tech,north-carolina-state
