Net,ViewStream,SplitNat,date,key1,key2
ESPN,2460000.0,0.0,2014-12-23,navy,san-diego-state
ESPN,1500000.0,0.0,2014-12-24,central-michigan,western-kentucky
ESPN,1910000.0,0.0,2014-12-24,fresno-state,rice
ESPN,3270000.0,0.0,2014-12-26,central-florida,north-carolina-state
ESPN,2870000.0,0.0,2014-12-26,north-carolina,rutgers
ESPN,2340000.0,0.0,2014-12-26,illinois,louisiana-tech
ESPN,6800000.0,0.0,2014-12-27,nebraska,southern-california
ABC,4110000.000000001,0.0,2014-12-27,miami-fl,south-carolina
ESPN,3960000.0,0.0,2014-12-27,boston-college,penn-state
ESPN,2920000.0,0.0,2014-12-27,cincinnati,virginia-tech
CBS,3560000.0,0.0,2014-12-27,arizona-state,duke
ESPN,5760000.0,0.0,2014-12-29,arkansas,texas
ESPN,3300000.0,0.0,2014-12-29,texas-am,west-virginia
ESPN,4900000.0,0.0,2014-12-29,clemson,oklahoma
ESPN,5320000.0,0.0,2014-12-30,louisiana-state,notre-dame
ESPN,3240000.0,0.0,2014-12-30,maryland,stanford
ESPN,6410000.0,0.0,2014-12-30,georgia,louisville
ESPN,8940000.0,0.0,2014-12-31,georgia-tech,mississippi-state
ESPN,7410000.0,0.0,2014-12-31,arizona,boise-state
ESPN,5010000.0,0.0,2014-12-31,mississippi,texas-christian
ESPN,28160000.0,0.0,2015-01-01,florida-state,oregon
ABC,6120000.0,0.0,2015-01-01,minnesota,missouri
ESPN2,6420000.0,0.0,2015-01-01,auburn,wisconsin
ESPN,28270000.0,0.0,2015-01-01,alabama,ohio-state
ESPN,9090000.0,0.0,2015-01-01,baylor,michigan-state
ESPN,4110000.000000001,0.0,2015-01-02,iowa,tennessee
ESPN,2110000.0,0.0,2015-01-02,houston,pittsburgh
ESPN,5600000.0,0.0,2015-01-02,kansas-state,ucla
ESPN,4030000.000000001,0.0,2015-01-02,oklahoma-state,washington
ESPN,4480000.0,0.0,2015-01-03,east-carolina,florida
ESPN,1370000.0,0.0,2015-01-04,arkansas-state,toledo
ESPN ‘Megacast’,34150000.0,0.0,2015-01-12,ohio-state,oregon
ESPN,2621000.0,0.0,2015-09-03,minnesota,texas-christian
ESPN,3601000.0,0.0,2015-09-03,north-carolina,south-carolina
ESPNU,358000.0,0.0,2015-09-03,central-michigan,oklahoma-state
FS1,2868000.0,0.0,2015-09-03,michigan,utah
ESPNU,174000.0,0.0,2015-09-04,charlotte,georgia-state
ESPNU,825000.0,0.0,2015-09-04,michigan-state,western-michigan
ESPN,2058000.0,0.0,2015-09-04,boise-state,washington
ESPN,2003000.0,0.0,2015-09-04,baylor,southern-methodist
FS1,511000.0,0.0,2015-09-05,mississippi-state,southern-mississippi
NBC,4060000.0,0.0,2015-09-05,notre-dame,texas
CBS,4010000.0,0.0,2015-09-05,auburn,louisville
ESPN,2471000.0,0.0,2015-09-05,arizona-state,texas-am
FOX,1350000.0,0.0,2015-09-05,ucla,virginia
ABC,7967000.0,0.0,2015-09-05,alabama,wisconsin
ESPNEWS,97000.0,0.0,2015-09-05,norfolk-state,rutgers
ESPN,1912000.0,0.0,2015-09-05,penn-state,temple
ESPNEWS*,754000.0,0.0,2015-09-05,bowling-green-state,tennessee
ESPNEWS,165000.0,0.0,2015-09-05,indiana,southern-illinois
ABC,3134000.0,0.0,2015-09-05,brigham-young,nebraska
ESPNU,417000.0,0.0,2015-09-05,arkansas,texas-el-paso
ESPNEWS,546000.0,0.0,2015-09-05,florida-state,texas-state
ESPN,3214000.0,0.0,2015-09-05,northwestern,stanford
ESPNU,307000.0,0.0,2015-09-05,maryland,richmond
ESPNU,310000.0,0.0,2015-09-05,kentucky,louisiana-lafayette
FS1,688000.0,0.0,2015-09-06,marshall,purdue
ESPN,10585000.0,0.0,2015-09-07,ohio-state,virginia-tech
FS1,232000.0,0.0,2015-09-10,louisiana-tech,western-kentucky
ESPN2,1345000.0,0.0,2015-09-11,utah,utah-state
FS1,666000.0,0.0,2015-09-11,florida-atlantic,miami-fl
FS1,269000.0,0.0,2015-09-12,sfa,texas-christian
ESPN2,1046000.0,0.0,2015-09-12,east-carolina,florida
ABC,4493000.0,0.0,2015-09-12,michigan,oregon-state
ESPN,3121000.0,1.0,2015-09-12,louisiana-state,mississippi-state
CBS,2571000.0,0.0,2015-09-12,georgia,vanderbilt
ESPN2,630000.0,0.0,2015-09-12,fresno-state,mississippi
FOX,1785000.0,1.0,2015-09-12,iowa,iowa-state
ESPN,2216000.0,0.0,2015-09-12,florida-state,south-florida
ESPNU,128000.0,0.0,2015-09-12,air-force,san-jose-state
ESPNU,420000.0,0.0,2015-09-12,ball-state,texas-am
ABC,5744000.0,0.0,2015-09-12,notre-dame,virginia
ESPN2,1027000.0,0.0,2015-09-12,boise-state,brigham-young
ESPNEWS,166000.0,0.0,2015-09-12,cincinnati,temple
ESPNU,444000.0,0.0,2015-09-12,miami-oh,wisconsin
ABC,7898000.0,0.0,2015-09-12,michigan-state,oregon
ESPNEWS,101000.0,0.0,2015-09-12,indiana-state,purdue
ESPN2,949000.0,0.0,2015-09-12,buffalo,penn-state
FS1,338000.0,0.0,2015-09-12,kansas-state,texas-san-antonio
ESPNEWS,59000.0,0.0,2015-09-12,eastern-illinois,northwestern
ESPN,4129000.0,0.0,2015-09-12,oklahoma,tennessee
ESPNU,461000.0,0.0,2015-09-12,rutgers,washington-state
FS1,151000.0,0.0,2015-09-12,central-florida,stanford
ESPN,1938000.0,0.0,2015-09-17,clemson,louisville
ESPN,3148000.0,0.0,2015-09-18,boston-college,florida-state
FS1,946000.0,0.0,2015-09-19,brigham-young,ucla
ESPNU,293000.0,0.0,2015-09-19,maryland,south-florida
ABC,3504000.0,0.0,2015-09-19,southern-california,stanford
ESPN,3189000.0,0.0,2015-09-19,georgia,south-carolina
ESPN,7605000.0,0.0,2015-09-19,alabama,mississippi
FS1,563000.0,0.0,2015-09-19,oklahoma-state,texas-san-antonio
ABC,5254000.0,1.0,2015-09-19,northern-illinois,ohio-state
ESPN2,1914000.0,0.0,2015-09-19,arkansas,texas-tech
ESPNU,844000.0,0.0,2015-09-19,tennessee,western-carolina
ESPNU,522000.0,0.0,2015-09-19,purdue,virginia-tech
FS1,668000.0,0.0,2015-09-19,oklahoma,tulsa
ESPNEWS,191000.0,0.0,2015-09-19,iowa-state,toledo
ESPN2,590000.0,0.0,2015-09-19,illinois,north-carolina
ABC,2531000.0,0.0,2015-09-19,air-force,michigan-state
NBC,3700000.0,0.0,2015-09-19,georgia-tech,notre-dame
ESPNEWS,164000.0,0.0,2015-09-19,indiana,western-kentucky
ESPN2,926000.0,1.0,2015-09-19,miami-fl,nebraska
FOX,2282000.0,0.0,2015-09-19,california,texas
CBS,4228000.0,0.0,2015-09-19,auburn,louisiana-state
ESPN,1903000.0,0.0,2015-09-19,connecticut,missouri
ESPN,1242000.0,0.0,2015-09-24,cincinnati,memphis
FS1,775000.0,0.0,2015-09-25,oregon-state,stanford
ESPN,1752000.0,0.0,2015-09-25,boise-state,virginia
ABC,2386000.0,0.0,2015-09-26,arizona,ucla
ESPNEWS,594000.0,0.0,2015-09-26,nebraska,southern-mississippi
ESPNEWS,144000.0,0.0,2015-09-26,illinois,middle-tennessee-state
CBS,4641000.0,0.0,2015-09-26,florida,tennessee
ABC,3071000.0,0.0,2015-09-26,brigham-young,michigan
ESPN,3112000.0,0.0,2015-09-26,arkansas,texas-am
FOX,2975000.0,0.0,2015-09-26,oregon,utah
ESPN,2403000.0,0.0,2015-09-26,oklahoma-state,texas
NBC,1964000.0,0.0,2015-09-26,massachusetts,notre-dame
ESPNU,348000.0,0.0,2015-09-26,iowa,north-texas
ESPN,2144000.0,0.0,2015-09-26,arizona-state,southern-california
FS1,408000.0,0.0,2015-09-26,maryland,west-virginia
ESPNU,499000.0,0.0,2015-09-26,mississippi,vanderbilt
ESPNU,380000.0,0.0,2015-09-26,central-florida,south-carolina
ESPN,3204000.0,0.0,2015-09-26,louisiana-state,syracuse
ESPNEWS,153000.0,0.0,2015-09-26,north-carolina-state,south-alabama
ESPN2,579000.0,1.0,2015-09-26,east-carolina,virginia-tech
ESPN2,775000.0,0.0,2015-09-26,duke,georgia-tech
FOX,2770000.0,0.0,2015-09-26,texas-christian,texas-tech
ESPN2,2164000.0,0.0,2015-09-26,auburn,mississippi-state
ABC,3721000.0,1.0,2015-09-26,ohio-state,western-michigan
ESPN,1348000.0,0.0,2015-10-01,cincinnati,miami-fl
ESPN2,1155000.0,0.0,2015-10-02,memphis,south-florida
ESPN2,1240000.0,0.0,2015-10-02,brigham-young,connecticut
ESPNEWS,73000.0,0.0,2015-10-03,central-florida,tulane
ESPNEWS,86000.0,0.0,2015-10-03,east-carolina,southern-methodist
ESPN2,2291000.0,0.0,2015-10-03,arkansas,tennessee
ESPN,3745000.0,0.0,2015-10-03,florida,mississippi
ESPN2,931000.0,1.0,2015-10-03,baylor,texas-tech
ESPN,1273000.0,0.0,2015-10-03,florida-state,wake-forest
ABC,2768000.0,0.0,2015-10-03,texas,texas-christian
ABC,7298000.0,1.0,2015-10-03,indiana,ohio-state
FS1,1238000.0,0.0,2015-10-03,oklahoma,west-virginia
ESPNU,386000.0,0.0,2015-10-03,georgia-tech,north-carolina
ESPNU,763000.0,0.0,2015-10-03,eastern-michigan,louisiana-state
ABC,7647000.0,0.0,2015-10-03,clemson,notre-dame
FS1,847000.0,0.0,2015-10-03,kansas-state,oklahoma-state
ESPNU,589000.0,0.0,2015-10-03,army,penn-state
ESPN,2637000.0,0.0,2015-10-03,iowa,wisconsin
FOX,2162000.0,0.0,2015-10-03,arizona-state,ucla
ESPN2,610000.0,0.0,2015-10-03,boise-state,hawaii
CBS,7045000.0,0.0,2015-10-03,alabama,georgia
ESPN2,1266000.0,0.0,2015-10-03,michigan-state,purdue
ESPN,2231000.0,0.0,2015-10-03,colorado,oregon
ESPN,1446000.0,0.0,2015-10-08,southern-california,washington
ESPN2,356000.0,0.0,2015-10-08,houston,southern-methodist
ESPN,1523000.0,0.0,2015-10-09,north-carolina-state,virginia-tech
NBC,2639000.0,0.0,2015-10-10,navy,notre-dame
ESPN,2820000.0,0.0,2015-10-10,california,utah
ESPN2,706000.0,1.0,2015-10-10,nebraska,wisconsin
ABC,4992000.0,0.0,2015-10-10,oklahoma,texas
ESPN,2600000.0,0.0,2015-10-10,louisiana-state,south-carolina
ESPNU,242000.0,0.0,2015-10-10,minnesota,purdue
ESPN2,1157000.0,0.0,2015-10-10,oklahoma-state,west-virginia
ESPN,1535000.0,0.0,2015-10-10,indiana,penn-state
ESPNU,273000.0,0.0,2015-10-10,brigham-young,east-carolina
CBS,4884000.0,0.0,2015-10-10,georgia,tennessee
ABC,3466000.0,1.0,2015-10-10,clemson,georgia-tech
ESPNU,90000.0,0.0,2015-10-10,temple,tulane
FOX,2784000.0,0.0,2015-10-10,kansas-state,texas-christian
ESPN,4835000.0,0.0,2015-10-10,alabama,arkansas
FS1,236000.0,0.0,2015-10-10,baylor,kansas
FS1,299000.0,0.0,2015-10-10,arizona,oregon-state
ESPN2,1021000.0,0.0,2015-10-10,illinois,iowa
ESPN2,257000.0,0.0,2015-10-10,air-force,wyoming
ESPNEWS,111000.0,0.0,2015-10-10,central-florida,connecticut
ABC,3502000.0,0.0,2015-10-10,florida-state,miami-fl
ESPN2,287000.0,0.0,2015-10-13,arkansas-state,south-alabama
ESPN,2226000.0,0.0,2015-10-15,auburn,kentucky
ESPN,1326000.0,0.0,2015-10-15,stanford,ucla
ESPN,1468000.0,0.0,2015-10-16,brigham-young,cincinnati
ESPN2,358000.0,0.0,2015-10-16,fresno-state,nevada-las-vegas
ESPNU,185000.0,0.0,2015-10-16,houston,tulane
CBS,5761000.0,0.0,2015-10-17,alabama,texas-am
ESPNEWS,62000.0,0.0,2015-10-17,east-carolina,tulsa
ABC,1565000.0,0.0,2015-10-17,kansas-state,oklahoma
ESPN2,849000.0,0.0,2015-10-17,iowa-state,texas-christian
FOX,2195000.0,0.0,2015-10-17,baylor,west-virginia
ABC,3311000.0,1.0,2015-10-17,memphis,mississippi
ESPNU,121000.0,0.0,2015-10-17,connecticut,south-florida
ESPNU,437000.0,0.0,2015-10-17,miami-fl,virginia-tech
ESPN,7398000.0,0.0,2015-10-17,michigan,michigan-state
ESPN2,504000.0,1.0,2015-10-17,iowa,northwestern
ESPN,3059000.0,0.0,2015-10-17,arizona-state,utah
FS1,288000.0,0.0,2015-10-17,arizona,colorado
ESPN,2852000.0,0.0,2015-10-17,florida-state,louisville
ABC,5867000.0,0.0,2015-10-17,ohio-state,penn-state
ESPN2,1211000.0,0.0,2015-10-17,oregon,washington
ESPN,6777000.0,0.0,2015-10-17,florida,louisiana-state
NBC,3958000.0,0.0,2015-10-17,notre-dame,southern-california
FS1,417000.0,0.0,2015-10-17,kansas,texas-tech
ESPNU,71000.0,0.0,2015-10-17,san-diego-state,san-jose-state
ESPN2,970000.0,0.0,2015-10-17,minnesota,nebraska
ESPNU,465000.0,0.0,2015-10-17,boston-college,clemson
ESPN2,351000.0,0.0,2015-10-20,arkansas-state,louisiana-lafayette
ESPNU,190000.0,0.0,2015-10-22,appalachian-state,georgia-southern
ESPN,1059000.0,0.0,2015-10-22,california,ucla
ESPN2,679000.0,0.0,2015-10-22,east-carolina,temple
ESPN2,368000.0,0.0,2015-10-23,san-diego-state,utah-state
ESPN,1216000.0,0.0,2015-10-23,memphis,tulsa
ESPNU,589000.0,0.0,2015-10-24,pittsburgh,syracuse
FOX,3344000.0,0.0,2015-10-24,southern-california,utah
FS1,433000.0,0.0,2015-10-24,kansas,oklahoma-state
ESPN,2775000.0,0.0,2015-10-24,mississippi,texas-am
ESPN2,1747000.0,0.0,2015-10-24,nebraska,northwestern
ESPN,2098000.0,0.0,2015-10-24,stanford,washington
ESPNEWS,171000.0,0.0,2015-10-24,central-florida,houston
ABC,2634000.0,0.0,2015-10-24,clemson,miami-fl
CBS,6965000.0,0.0,2015-10-24,alabama,tennessee
ESPN2,605000.0,0.0,2015-10-24,boise-state,wyoming
ABC,4869000.0,1.0,2015-10-24,indiana,michigan-state
ESPNU,722000.0,0.0,2015-10-24,duke,virginia-tech
ESPN,1653000.0,0.0,2015-10-24,baylor,iowa-state
ESPN,1520000.0,0.0,2015-10-24,maryland,penn-state
FS1,904000.0,0.0,2015-10-24,kansas-state,texas
ABC,5290000.0,0.0,2015-10-24,ohio-state,rutgers
ESPN2,1943000.0,0.0,2015-10-24,florida-state,georgia-tech
ESPN2,876000.0,1.0,2015-10-24,oklahoma,texas-tech
ESPNEWS,86000.0,0.0,2015-10-24,south-florida,southern-methodist
ESPNU,1247000.0,0.0,2015-10-24,louisiana-state,western-kentucky
FS1,916000.0,0.0,2015-10-29,texas-christian,west-virginia
ESPNU,107000.0,0.0,2015-10-29,georgia-southern,texas-state
ESPN,1519000.0,0.0,2015-10-29,arizona-state,oregon
ESPN,1247000.0,0.0,2015-10-29,north-carolina,pittsburgh
ESPN2,425000.0,0.0,2015-10-30,utah-state,wyoming
ESPN2,629000.0,0.0,2015-10-30,louisville,wake-forest
FS1,113000.0,0.0,2015-10-30,louisiana-tech,rice
ESPNU,188000.0,0.0,2015-10-30,connecticut,east-carolina
ESPNU,287000.0,0.0,2015-10-31,boise-state,nevada-las-vegas
ESPN2,730000.0,1.0,2015-10-31,iowa,maryland
ABC,3498000.0,1.0,2015-10-31,clemson,north-carolina-state
FS1,742000.0,0.0,2015-10-31,iowa-state,texas
ABC,5977000.0,0.0,2015-10-31,notre-dame,temple
ESPN,3495000.0,0.0,2015-10-31,auburn,mississippi
ESPN2,392000.0,0.0,2015-10-31,houston,vanderbilt
FS1,482000.0,0.0,2015-10-31,kansas,oklahoma
CBS,5015000.0,0.0,2015-10-31,florida,georgia
ESPNU,849000.0,0.0,2015-10-31,nebraska,purdue
ESPN,2513000.0,0.0,2015-10-31,oklahoma-state,texas-tech
ESPN,2306000.0,0.0,2015-10-31,stanford,washington-state
ESPNEWS,63000.0,0.0,2015-10-31,southern-methodist,tulsa
ESPNEWS,101000.0,0.0,2015-10-31,central-florida,cincinnati
ESPN2,939000.0,0.0,2015-10-31,illinois,penn-state
FS1,384000.0,0.0,2015-10-31,arizona,washington
ABC,2588000.0,0.0,2015-10-31,florida-state,syracuse
FOX,1854000.0,0.0,2015-10-31,california,southern-california
ESPN,3681000.0,0.0,2015-10-31,michigan,minnesota
ESPNU,490000.0,0.0,2015-10-31,duke,miami-fl
ESPN2,856000.0,0.0,2015-11-03,northern-illinois,toledo
ESPN2,622000.0,0.0,2015-11-04,bowling-green-state,ohio
ESPN,1189000.0,0.0,2015-11-05,mississippi-state,missouri
ESPN2,261000.0,0.0,2015-11-05,fresno-state,nevada
ESPNU,200000.0,0.0,2015-11-05,appalachian-state,arkansas-state
FS1,1189000.0,0.0,2015-11-05,baylor,kansas-state
ESPN2,1080000.0,0.0,2015-11-06,southern-methodist,temple
ESPNEWS,67000.0,0.0,2015-11-07,central-florida,tulsa
FOX,1518000.0,0.0,2015-11-07,utah,washington
ESPNU,248000.0,0.0,2015-11-07,air-force,army
ESPN2,396000.0,0.0,2015-11-07,cincinnati,houston
FS1,384000.0,0.0,2015-11-07,arizona-state,washington-state
ABC,3844000.0,0.0,2015-11-07,notre-dame,pittsburgh
ESPNEWS,130000.0,0.0,2015-11-07,connecticut,tulane
CBS,2977000.0,0.0,2015-11-07,arkansas,mississippi
ESPN,1883000.0,0.0,2015-11-07,indiana,iowa
ESPN,3470000.0,0.0,2015-11-07,michigan-state,nebraska
ESPNU,554000.0,0.0,2015-11-07,iowa-state,oklahoma
ABC,7563000.0,0.0,2015-11-07,clemson,florida-state
CBS,11063000.0,0.0,2015-11-07,alabama,louisiana-state
FS1,710000.0,0.0,2015-11-07,texas-tech,west-virginia
ESPN,2736000.0,0.0,2015-11-07,florida,vanderbilt
ESPNU,876000.0,0.0,2015-11-07,northwestern,penn-state
ESPN,1528000.0,0.0,2015-11-07,arizona,southern-california
FOX,2376000.0,0.0,2015-11-07,oklahoma-state,texas-christian
ABC,4729000.0,0.0,2015-11-07,minnesota,ohio-state
ESPN2,742000.0,0.0,2015-11-07,duke,north-carolina
ESPN2,851000.0,0.0,2015-11-07,california,oregon
ESPN2,653000.0,0.0,2015-11-07,memphis,navy
ESPNU,146000.0,0.0,2015-11-10,kent-state,ohio
ESPN2,561000.0,0.0,2015-11-10,central-michigan,toledo
ESPNU,191000.0,0.0,2015-11-11,buffalo,northern-illinois
ESPN2,665000.0,0.0,2015-11-11,bowling-green-state,western-michigan
ESPNU,160000.0,0.0,2015-11-12,louisiana-lafayette,south-alabama
ESPN,1527000.0,0.0,2015-11-12,georgia-tech,virginia-tech
ESPN2,1374000.0,0.0,2015-11-13,colorado,southern-california
FS1,414000.0,0.0,2015-11-14,kansas-state,texas-tech
ESPNU,235000.0,0.0,2015-11-14,boise-state,new-mexico
ABC,4079000.0,0.0,2015-11-14,illinois,ohio-state
CBS,5403000.0,0.0,2015-11-14,alabama,mississippi-state
ESPNU,296000.0,0.0,2015-11-14,texas-am,western-carolina
ESPN2,735000.0,1.0,2015-11-14,clemson,syracuse
CBS,2955000.0,0.0,2015-11-14,auburn,georgia
NBC,1942000.0,0.0,2015-11-14,notre-dame,wake-forest
ESPNEWS,61000.0,0.0,2015-11-14,cincinnati,tulsa
ESPNU,367000.0,0.0,2015-11-14,miami-fl,north-carolina
FS1,575000.0,0.0,2015-11-14,arizona,utah
ESPNEWS,245000.0,0.0,2015-11-14,duke,pittsburgh
ABC,5175000.0,1.0,2015-11-14,indiana,michigan
ESPN,3638000.0,0.0,2015-11-14,arkansas,louisiana-state
FS1,398000.0,0.0,2015-11-14,kansas,texas-christian
ABC,5884000.0,0.0,2015-11-14,baylor,oklahoma
ESPN,1741000.0,0.0,2015-11-14,iowa-state,oklahoma-state
ESPN2,1006000.0,0.0,2015-11-14,maryland,michigan-state
FOX,2795000.0,0.0,2015-11-14,oregon,stanford
ESPN,1736000.0,0.0,2015-11-14,florida,south-carolina
ESPNU,685000.0,0.0,2015-11-14,texas,west-virginia
ESPN,1923000.0,0.0,2015-11-14,ucla,washington-state
ESPN2,748000.0,0.0,2015-11-14,houston,memphis
ESPN2,527000.0,0.0,2015-11-17,bowling-green-state,toledo
ESPNU,101000.0,0.0,2015-11-17,ball-state,ohio
ESPN2,630000.0,0.0,2015-11-18,northern-illinois,western-michigan
ESPNU,106000.0,0.0,2015-11-18,central-michigan,kent-state
ESPNU,84000.0,0.0,2015-11-19,louisiana-monroe,texas-state
ESPN,669000.0,0.0,2015-11-19,central-florida,east-carolina
ESPN2,966000.0,0.0,2015-11-20,air-force,boise-state
ESPNEWS,269000.0,0.0,2015-11-21,illinois,minnesota
ESPNU,954000.0,0.0,2015-11-21,georgia,georgia-southern
FS1,393000.0,0.0,2015-11-21,arizona,arizona-state
ESPN2,489000.0,0.0,2015-11-21,colorado,washington-state
ABC,11052000.0,0.0,2015-11-21,michigan-state,ohio-state
FOX,845000.0,0.0,2015-11-21,ucla,utah
ESPN,2082000.0,0.0,2015-11-21,arkansas,mississippi-state
NBCSN,1986000.0,0.0,2015-11-21,boston-college,notre-dame
ESPN2,1218000.0,0.0,2015-11-21,iowa,purdue
ESPN,1660000.0,0.0,2015-11-21,oregon,southern-california
CBS,3163000.0,0.0,2015-11-21,louisiana-state,mississippi
FOX,4277000.0,0.0,2015-11-21,baylor,oklahoma-state
ESPN,1917000.0,0.0,2015-11-21,california,stanford
ABC,6110000.0,0.0,2015-11-21,michigan,penn-state
ESPN2,780000.0,0.0,2015-11-21,clemson,wake-forest
ESPN2,1348000.0,0.0,2015-11-21,missouri,tennessee
ESPNEWS,56000.0,0.0,2015-11-21,southern-methodist,tulane
ABC,3856000.0,0.0,2015-11-21,oklahoma,texas-christian
ESPNU,373000.0,0.0,2015-11-21,connecticut,houston
FS1,363000.0,0.0,2015-11-21,iowa-state,kansas-state
ESPNEWS,237000.0,0.0,2015-11-21,louisville,pittsburgh
ESPNU,279000.0,0.0,2015-11-21,memphis,temple
ESPN,2086000.0,0.0,2015-11-21,north-carolina,virginia-tech
ESPNU,400000.0,0.0,2015-11-24,northern-illinois,ohio
FS1,1358000.0,0.0,2015-11-26,texas,texas-tech
ESPN,388000.0,0.0,2015-11-26,central-florida,south-florida
FOX,1538000.0,0.0,2015-11-27,washington,washington-state
ESPNU,81000.0,0.0,2015-11-27,buffalo,massachusetts
ABC,3055000.0,0.0,2015-11-27,houston,navy
ESPN,5108000.0,0.0,2015-11-27,baylor,texas-christian
FS1,168000.0,0.0,2015-11-27,marshall,western-kentucky
ESPN2,801000.0,0.0,2015-11-27,miami-fl,pittsburgh
FS1,726000.0,0.0,2015-11-27,oregon,oregon-state
ABC,6189000.0,0.0,2015-11-27,iowa,nebraska
CBS,2390000.0,0.0,2015-11-27,arkansas,missouri
ESPNU,147000.0,0.0,2015-11-27,tulane,tulsa
ESPNU,278000.0,0.0,2015-11-28,connecticut,temple
FOX,7319000.0,0.0,2015-11-28,notre-dame,stanford
ESPN2,930000.0,0.0,2015-11-28,mississippi,mississippi-state
FS1,264000.0,0.0,2015-11-28,kansas,kansas-state
ESPN,4503000.0,0.0,2015-11-28,michigan-state,penn-state
ABC,10830000.0,0.0,2015-11-28,michigan,ohio-state
FS1,471000.0,0.0,2015-11-28,iowa-state,west-virginia
ESPNU,196000.0,0.0,2015-11-28,air-force,new-mexico
ESPNU,224000.0,0.0,2015-11-28,illinois,northwestern
ESPN2,380000.0,1.0,2015-11-28,north-carolina,north-carolina-state
CBS,9299000.0,0.0,2015-11-28,alabama,auburn
FS1,337000.0,0.0,2015-11-28,arizona-state,california
ESPNU,454000.0,0.0,2015-11-28,virginia,virginia-tech
ESPNEWS,77000.0,0.0,2015-11-28,memphis,southern-methodist
ESPN2,1023000.0,0.0,2015-11-28,georgia,georgia-tech
ABC,4222000.0,1.0,2015-11-28,southern-california,ucla
ESPN2,347000.0,0.0,2015-11-28,nevada,san-diego-state
ESPN,2943000.0,0.0,2015-11-28,clemson,south-carolina
ESPN,4280000.0,0.0,2015-11-28,florida,florida-state
ABC,4794000.0,0.0,2015-11-28,oklahoma,oklahoma-state
ESPN2,1034000.0,0.0,2015-12-04,bowling-green-state,northern-illinois
ABC,2450000.0,0.0,2015-12-05,houston,temple
ESPN,3943000.0,0.0,2015-12-05,baylor,texas
ESPN2,488000.0,0.0,2015-12-05,southern-mississippi,western-kentucky
FOX,9818000.0,0.0,2015-12-05,iowa,michigan-state
FS1,620000.0,0.0,2015-12-05,kansas-state,west-virginia
ABC,7919000.0,0.0,2015-12-05,clemson,north-carolina
CBS,12760000.0,0.0,2015-12-05,alabama,florida
ESPN2,362000.0,0.0,2015-12-05,air-force,san-diego-state
ESPN,2582000.0,0.0,2015-12-05,southern-california,stanford
CBS,7129000.0,0.0,2015-12-12,army,navy
ABC,3675000.0,0.0,2015-12-19,brigham-young,utah
ESPN,1832000.0,0.0,2015-12-19,arizona,new-mexico
ESPN,1450000.0,0.0,2015-12-19,arkansas-state,louisiana-tech
ESPN,1850000.0,0.0,2015-12-19,appalachian-state,ohio
ESPN,1152000.0,0.0,2015-12-21,south-florida,western-kentucky
ESPN,1962000.0,0.0,2015-12-22,temple,toledo
ESPN,1076000.0,0.0,2015-12-22,akron,utah-state
ESPN,1382000.0,0.0,2015-12-23,boise-state,northern-illinois
ESPN,2335000.0,0.0,2015-12-23,bowling-green-state,georgia-southern
ESPN,1636000.0,0.0,2015-12-24,cincinnati,san-diego-state
ESPN,2141000.0,0.0,2015-12-24,middle-tennessee-state,western-michigan
ESPN,3416000.0,0.0,2015-12-26,tulsa,virginia-tech
ESPN,2617000.0,0.0,2015-12-26,southern-mississippi,washington
CBS,4700000.0,0.0,2015-12-26,miami-fl,washington-state
ABC,3770000.0,0.0,2015-12-26,duke,indiana
ESPN,4046000.000000001,0.0,2015-12-26,nebraska,ucla
ESPN,2400000.0,0.0,2015-12-26,connecticut,marshall
ESPN2,1486000.0,0.0,2015-12-28,central-michigan,minnesota
ESPN,2182000.0,0.0,2015-12-28,navy,pittsburgh
ESPN,4958000.0,0.0,2015-12-29,louisiana-state,texas-tech
ESPN,1888000.0,0.0,2015-12-29,air-force,california
ESPN,4202000.0,0.0,2015-12-29,baylor,north-carolina
ESPN,2412000.0,0.0,2015-12-30,auburn,memphis
ESPN,3501000.0,0.0,2015-12-30,mississippi-state,north-carolina-state
ESPN,4249000.0,0.0,2015-12-30,southern-california,wisconsin
ESPN,5423000.0,0.0,2015-12-30,louisville,texas-am
ESPN,15640000.0,0.0,2015-12-31,clemson,oklahoma
ESPN,5604000.0,0.0,2015-12-31,florida-state,houston
ESPN,18552000.0,0.0,2015-12-31,alabama,michigan-state
ESPN2,2821000.0,0.0,2016-01-01,northwestern,tennessee
ESPN,9759000.0,0.0,2016-01-01,notre-dame,ohio-state
ESPN,13552000.0,0.0,2016-01-01,iowa,stanford
ABC,8761000.0,0.0,2016-01-01,florida,michigan
ESPN,8940000.0,0.0,2016-01-01,mississippi,oklahoma-state
ESPN,5872000.0,0.0,2016-01-02,georgia,penn-state
ESPN,7049000.0,0.0,2016-01-02,arkansas,kansas-state
ESPN,7414000.0,0.0,2016-01-02,oregon,texas-christian
ESPN,3699000.0,0.0,2016-01-02,arizona-state,west-virginia
ESPN Megacast,26182000.0,0.0,2016-01-11,alabama,clemson
ESPN,782000.0,0.0,2016-08-26,california,hawaii
ESPN,1942000.0,0.0,2016-09-01,south-carolina,vanderbilt
ESPNU,211000.0,0.0,2016-09-01,florida-international,indiana
ESPNU,143000.0,0.0,2016-09-02,arkansas-state,toledo
ESPN,1073000.0,0.0,2016-09-02,colorado,colorado-state
FS1,1358000.0,0.0,2016-09-02,kansas-state,stanford
